"CityName","CountryName"
"South Jennifer","Myanmar"
"Port Erik","United States of America"
"West Marissa","Greenland"
"Luisfurt","Ecuador"
"North Nicoleburgh","Haiti"
"East Philip","Uzbekistan"
"Oneillshire","Cook Islands"
"Johnhaven","Mauritius"
"Jeffreyland","Bolivia"
"Franklinfurt","Hungary"
"New Kevin","Aruba"
"Smithberg","Malta"
"North Terri","Ireland"
"Hardingburgh","Pitcairn Islands"
"North Kimberly","Equatorial Guinea"
"New Tonyamouth","Greece"
"New Cindy","Christmas Island"
"Melaniefort","Sudan"
"Jenniferfurt","Bulgaria"
"Port Terry","Tokelau"
"Bryanberg","Somalia"
"New Amyshire","Cook Islands"
"East Zachary","Tajikistan"
"Kellyside","Bolivia"
"Patricialand","Mexico"
"Theresamouth","Guinea"
"East Ryanborough","Spain"
"Juliamouth","Sweden"
"Ryanfort","Maldives"
"Robertburgh","Jordan"
"Barajasborough","Nauru"
"West Valerie","Antarctica (the territory South of 60 deg S)"
"North Dominicborough","Lesotho"
"Smithbury","Ireland"
"North Marcusborough","Benin"
"Gutierrezberg","Guinea-Bissau"
"Jonesberg","Bosnia and Herzegovina"
"New Sarah","Sudan"
"Donaldmouth","Gambia"
"Anthonyshire","Sri Lanka"
"Andersonside","India"
"Susanside","Lesotho"
"Aaronland","Saint Vincent and the Grenadines"
"New Lisamouth","Azerbaijan"
"Patriciabury","Samoa"
"West Connor","Solomon Islands"
"South Katherine","Gabon"
"Kylieview","Greece"
"Haysville","Saint Lucia"
"Annehaven","Pitcairn Islands"
"Martinezhaven","Tajikistan"
"Curtismouth","Korea"
"Margaretburgh","Ukraine"
"East Kevinville","Lebanon"
"East Matthew","Sao Tome and Principe"
"Patriciaberg","Isle of Man"
"Lake Candicehaven","Cook Islands"
"North Debbietown","Faroe Islands"
"North Shannon","Japan"
"Lauraberg","Iceland"
"Lindsayview","Timor-Leste"
"Lake Julieland","Kuwait"
"West Amberchester","Burundi"
"Jameston","Equatorial Guinea"
"Lake Jamesmouth","Spain"
"North Alison","Norway"
"Rogersberg","Cote d'Ivoire"
"Powellbury","Eritrea"
"Erikaburgh","Angola"
"North Williamburgh","Sri Lanka"
"Port Davidstad","Suriname"
"New Carrie","Zambia"
"Russellshire","Egypt"
"Nicholasshire","Algeria"
"Kaylahaven","Costa Rica"
"Valenciafurt","Pakistan"
"Wigginsfort","Sweden"
"Port Randystad","Angola"
"Livingstonview","Ecuador"
"Port Laura","Faroe Islands"
"West Alexisfurt","Peru"
"Booneland","French Polynesia"
"Port Stephanie","Barbados"
"Lake Rebeccamouth","Papua New Guinea"
"Meyerbury","Lebanon"
"Matthewport","Gabon"
"Lake Brianland","Chad"
"Wilsonmouth","American Samoa"
"Fraziermouth","Cuba"
"Richardmouth","Ukraine"
"East Shannonland","Afghanistan"
"Gregoryborough","Saint Pierre and Miquelon"
"Floresland","Ethiopia"
"New Dillon","Cambodia"
"Malloryland","Qatar"
"Lake Jacob","Belize"
"West Melanieville","Colombia"
"Port Patrick","Angola"
"West Davidshire","Hong Kong"
"Hallborough","United Arab Emirates"
"West Desireeport","Svalbard & Jan Mayen Islands"
"South Joseph","British Virgin Islands"
"Timstad","Brunei Darussalam"
"Jacobfort","Northern Mariana Islands"
"Laurenland","India"
"Wallview","Aruba"
"New Staceybury","Paraguay"
"Martinezport","Albania"
"South Christopher","Rwanda"
"South Samantha","Benin"
"Kristenstad","Argentina"
"Lauriebury","Belarus"
"New Allenmouth","Kenya"
"East Sherry","Lithuania"
"New John","Iceland"
"Melissaton","Malawi"
"Perezborough","Libyan Arab Jamahiriya"
"Lake Johnton","Serbia"
"North Noah","Latvia"
"Kimberlyshire","Guernsey"
"South Ashley","Nauru"
"Andrewsland","Guyana"
"Victorport","Germany"
"West Donna","Bolivia"
"New Matthew","Tajikistan"
"West Sarahland","Guinea-Bissau"
"Port Roy","Austria"
"Frazierhaven","Iraq"
"Taylorville","Lithuania"
"Thomasfurt","Northern Mariana Islands"
"South Michael","Portugal"
"Nathanside","Montenegro"
"South Claudia","United States Virgin Islands"
"Millerberg","Italy"
"New Aaron","Western Sahara"
"North Shannonstad","Liberia"
"Nancyport","Colombia"
"Simonside","Kiribati"
"West Davidberg","Timor-Leste"
"East Benjaminton","Kazakhstan"
"Fullerbury","Italy"
"Mirandastad","Japan"
"Mariatown","British Virgin Islands"
"Lake Bridgetmouth","Western Sahara"
"Port Randallmouth","Congo"
"Port Wendymouth","Sweden"
"South Patriciastad","El Salvador"
"Timothymouth","Hungary"
"Christophertown","Kyrgyz Republic"
"Shawnaville","Lesotho"
"South Stephanieburgh","Zambia"
"Watsonport","Holy See (Vatican City State)"
"Ramirezmouth","Congo"
"Port Jefferyfort","Pakistan"
"East Kathryn","Martinique"
"Huangland","Angola"
"Sarahburgh","Gambia"
"Carterview","Brazil"
"South Sarah","Honduras"
"South Steven","Algeria"
"North Steven","Gabon"
"North Linda","Niger"
"Higginschester","Sao Tome and Principe"
"West Thomas","Belarus"
"Sanchezburgh","Tajikistan"
"West Robertochester","Greece"
"Stephaniemouth","Libyan Arab Jamahiriya"
"South Allison","Trinidad and Tobago"
"South Michelle","Cyprus"
"Lake Joanberg","Haiti"
"South Larry","Faroe Islands"
"Kimberlymouth","Nepal"
"West Dana","Congo"
"Port Teresaport","Myanmar"
"Amymouth","Dominican Republic"
"South Justinfort","Suriname"
"Payneside","Russian Federation"
"Hallfurt","Somalia"
"South Brandonmouth","Turkmenistan"
"Port Heather","Falkland Islands (Malvinas)"
"Tamarastad","Andorra"
"North Aaron","Guadeloupe"
"Christinamouth","Ecuador"
"Rachelburgh","France"
"Bradyside","Netherlands"
"Lake John","Heard Island and McDonald Islands"
"Lake Kimberlyville","Lesotho"
"Port Robert","Eritrea"
"Breannafort","Martinique"
"New Jennifermouth","Libyan Arab Jamahiriya"
"Cherylmouth","Sri Lanka"
"Port Eric","Luxembourg"
"Bettybury","Poland"
"North Christophermouth","Antarctica (the territory South of 60 deg S)"
"Port Tammy","Macao"
"East Jack","France"
"North Zacharyside","Saint Kitts and Nevis"
"Heatherview","Moldova"
"Lake Patricia","Austria"
"Rodrigueztown","Sri Lanka"
"Jeffreymouth","Mozambique"
"Edwardstad","Djibouti"
"New Phillipfort","Niger"
"Patriciaview","Greenland"
"Lake Loganton","Denmark"
"Hernandezborough","Tokelau"
"Davistown","Iraq"
"West Mitchell","United States Minor Outlying Islands"
"Maryland","Ethiopia"
"South Carlos","Papua New Guinea"
"Schwartzshire","Czech Republic"
"New Peter","Qatar"
"Daviston","Iran"
"Jordanhaven","Solomon Islands"
"South Nicolas","Gabon"
"East Jonathan","Turkmenistan"
"Michaelmouth","United States Virgin Islands"
"Harringtonville","Bermuda"
"Debrafort","Mayotte"
"Port Deborah","Venezuela"
"New Kendrachester","Sweden"
"South Kevin","Timor-Leste"
"New Barrybury","New Caledonia"
"East Katherineville","Tonga"
"West Edwin","Antarctica (the territory South of 60 deg S)"
"Brittneyfort","Denmark"
"Margaretberg","Israel"
"South Bryanmouth","Morocco"
"Stephaniestad","Japan"
"East Ricky","Oman"
"Andersonport","Sudan"
"New Keith","Solomon Islands"
"North Charlesville","Fiji"
"Stephanieton","Tunisia"
"Port Sarastad","Saudi Arabia"
"West Nicoleville","Madagascar"
"Hayneston","Palestinian Territory"
"Johnsonmouth","Austria"
"South Blakestad","Namibia"
"Lake Olivia","Saint Helena"
"Henryfurt","Turkmenistan"
"Mezafort","Guam"
"Jacobberg","Benin"
"South Christophermouth","Rwanda"
"Rebeccahaven","Korea"
"Jeffreyberg","Macao"
"Port Heidi","Chile"
"Port Daniellechester","Netherlands"
"Pagehaven","Indonesia"
"Keithport","Grenada"
"North Joyce","Norfolk Island"
"Port Adam","Falkland Islands (Malvinas)"
"Charlesmouth","Guinea-Bissau"
"Karenstad","Greece"
"East Johnland","Palestinian Territory"
"North Willietown","Saint Helena"
"Port James","British Indian Ocean Territory (Chagos Archipelago)"
"Millertown","Gambia"
"Aprilland","Tokelau"
"East Paula","Estonia"
"East Audreymouth","Brunei Darussalam"
"Hernandezmouth","Solomon Islands"
"Lake Joshua","Western Sahara"
"New Jackieborough","Palau"
"Lake Angelabury","Sierra Leone"
"Johnathanport","Netherlands"
"Hernandezville","Estonia"
"Port Sheryl","Cuba"
"New Megan","Tunisia"
"Jimenezchester","Cyprus"
"Danatown","Georgia"
"North Wendyhaven","Albania"
"Stewartchester","New Zealand"
"Delacruzhaven","Jamaica"
"Melissamouth","Oman"
"Lake Jacqueline","Zimbabwe"
"Vickimouth","Jordan"
"East Robert","Netherlands Antilles"
"Bondview","French Polynesia"
"North Richardton","Holy See (Vatican City State)"
"Andrewstad","Guinea-Bissau"
"New Michaelmouth","Mexico"
"Williamsview","Marshall Islands"
"Michaelborough","Western Sahara"
"Kimberlybury","Uzbekistan"
"Brownton","Azerbaijan"
"Port Michael","Gambia"
"Phillipsshire","Saint Helena"
"Williamsview","Hungary"
"Wheelerbury","Egypt"
"Davismouth","Monaco"
"East Ronald","Cayman Islands"
"Brandonton","Equatorial Guinea"
"East Joshuafort","South Georgia and the South Sandwich Islands"
"Beckerfort","Congo"
"Norriston","Cuba"
"Port Ryan","Macedonia"
"East Alicia","Norfolk Island"
"New Joshua","Peru"
"South Cynthia","Poland"
"North Jamesport","Angola"
"Port Nicoleshire","Faroe Islands"
"Angelaville","Tonga"
"Muellerberg","Cameroon"
"New Mark","Reunion"
"Walkerburgh","Angola"
"Fosterport","Montserrat"
"South Edwardville","Bulgaria"
"South Kayla","Belgium"
"Keyview","Nauru"
"Hurstland","Botswana"
"Davisbury","Venezuela"
"Lake Coreyborough","Saint Helena"
"Bradleystad","United Arab Emirates"
"Travischester","Puerto Rico"
"Turnerview","Estonia"
"Justinside","Suriname"
"East Jennifer","Serbia"
"West Pennyberg","Morocco"
"Esparzaton","British Virgin Islands"
"Thompsonshire","Norfolk Island"
"Lake Victorfurt","Latvia"
"Crossmouth","Pitcairn Islands"
"New Sarah","Jordan"
"Stewartton","Japan"
"Martinhaven","Korea"
"Ashleyfort","Zimbabwe"
"North Hunterhaven","Marshall Islands"
"West William","Jersey"
"South Ericchester","Lao People's Democratic Republic"
"New Larryhaven","Pakistan"
"Port Jacqueline","Macedonia"
"North Dianetown","Korea"
"Jacksonview","Australia"
"Charlesville","Madagascar"
"Carrolltown","San Marino"
"East Nancyview","Haiti"
"South Donald","Svalbard & Jan Mayen Islands"
"East Michelle","Uzbekistan"
"North Anne","Iraq"
"Theresaport","Guernsey"
"New Williamhaven","Iceland"
"Port Amanda","Chad"
"Douglastown","Hong Kong"
"West Stephen","Barbados"
"Christinastad","Sudan"
"Justinburgh","Liechtenstein"
"Robertsland","Estonia"
"New David","Macao"
"Micheleshire","Heard Island and McDonald Islands"
"Port Kristahaven","Argentina"
"Danielstad","Singapore"
"Leehaven","Georgia"
"Karenmouth","Tanzania"
"Kennethstad","France"
"West Tammyport","Norfolk Island"
"East Trevor","Martinique"
"Waltermouth","Cameroon"
"Lake Williamton","Bulgaria"
"West Kennethside","Svalbard & Jan Mayen Islands"
"Cooperchester","Northern Mariana Islands"
"New Amanda","Canada"
"New Philip","Korea"
"Gainesstad","Jordan"
"East Edwardshire","Bolivia"
"Kayleeside","Svalbard & Jan Mayen Islands"
"Samuelville","Nigeria"
"Williamstad","Angola"
"East Michaelfort","Luxembourg"
"New Albert","Solomon Islands"
"East Danielborough","Ireland"
"East Justinville","United States Virgin Islands"
"Markbury","Costa Rica"
"Jillshire","Panama"
"South Sara","Wallis and Futuna"
"Campbellville","Ethiopia"
"South Jamie","Afghanistan"
"Jackburgh","Latvia"
"Christophershire","Nauru"
"Thompsonhaven","Qatar"
"North Johnny","Myanmar"
"Shaunbury","Cayman Islands"
"New Edward","Panama"
"Timothyshire","Saint Pierre and Miquelon"
"Port Jennifer","Congo"
"Port Brittany","Bangladesh"
"West Lisa","France"
"Beckbury","Jamaica"
"East Karen","Cameroon"
"Johnmouth","Cuba"
"Lesliefurt","Uganda"
"Taylorfort","Monaco"
"South Kyle","Canada"
"New Jefferyborough","Equatorial Guinea"
"New Robert","Antarctica (the territory South of 60 deg S)"
"South Derekborough","Sao Tome and Principe"
"New Patrickberg","Trinidad and Tobago"
"Glennside","Mauritania"
"Richardburgh","San Marino"
"Tinafurt","Cape Verde"
"Alexisberg","Namibia"
"Jordanside","Costa Rica"
"Georgeborough","Turks and Caicos Islands"
"New Patrick","India"
"Hollyside","French Southern Territories"
"Elizabethbury","Maldives"
"North Desiree","Turkey"
"North Kellyberg","Slovenia"
"West Frank","Gibraltar"
"Candacetown","Nepal"
"North Justin","Argentina"
"Dillonland","Guatemala"
"Adammouth","Uganda"
"South Robert","American Samoa"
"Freyhaven","Bouvet Island (Bouvetoya)"
"South Daniel","Gibraltar"
"West Michellefurt","Timor-Leste"
"Cisnerosstad","Ecuador"
"Charlesburgh","Reunion"
"Lake Ashley","Mali"
"Port Joshua","Indonesia"
"Carrborough","Bosnia and Herzegovina"
"Fredericktown","Armenia"
"Christopherchester","Bosnia and Herzegovina"
"Langland","Spain"
"Lake Johnbury","Mayotte"
"West Meghan","Suriname"
"Danielshire","Uruguay"
"Jacksontown","Haiti"
"Yvonneport","Aruba"
"Lisatown","Kuwait"
"Daviston","Equatorial Guinea"
"New Brandyland","South Georgia and the South Sandwich Islands"
"Lake Kristyshire","Azerbaijan"
"Ethanland","Qatar"
"Port Nicole","Tonga"
"Cartermouth","Peru"
"Perrymouth","Azerbaijan"
"West Jasmineshire","Tonga"
"Maryfort","Paraguay"
"Michaelburgh","Ethiopia"
"West Anthony","Brunei Darussalam"
"New Kristi","Croatia"
"West Jake","Tuvalu"
"Lake Tamiborough","Spain"
"North Brianville","Kenya"
"Grahamtown","Cameroon"
"Gilbertburgh","Senegal"
"Lake Gabriellechester","Guadeloupe"
"North Madelinetown","Mauritius"
"Novakburgh","Zambia"
"North Christineville","Western Sahara"
"Morrisonmouth","United States Virgin Islands"
"East Tommy","Iran"
"Lake Gregory","French Polynesia"
"Masonshire","Macedonia"
"Bonillahaven","Cook Islands"
"North Andrew","Iraq"
"West Veronica","Papua New Guinea"
"Johnnytown","Costa Rica"
"West Kimberly","South Georgia and the South Sandwich Islands"
"Lake Pamelafort","Somalia"
"East Rhonda","Bulgaria"
"South Samanthaville","Uganda"
"Wilsonstad","Iceland"
"Lake Albertstad","Switzerland"
"South Leroyberg","Tanzania"
"South Meganfurt","Armenia"
"Dawnstad","Ecuador"
"Port Lauren","Cyprus"
"New George","Indonesia"
"Port Antonio","San Marino"
"Wigginshaven","Bouvet Island (Bouvetoya)"
"Walshbury","Liechtenstein"
"South Stephanieborough","Hungary"
"East Melinda","Congo"
"Port Jamesstad","United States Virgin Islands"
"Ortegabury","Austria"
"Woodston","Benin"
"Josephborough","Swaziland"
"Port Patrickland","Guatemala"
"South Tiffany","Malawi"
"Port Jeremymouth","Eritrea"
"New Gregory","Belize"
"Carolinehaven","Tokelau"
"Port Stacychester","Portugal"
"Sawyerfort","Reunion"
"New Michaelview","Aruba"
"Lake David","Russian Federation"
"Hoffmanton","Guam"
"New Lindsey","Australia"
"South Kimberly","Sudan"
"East Jessica","Latvia"
"Jacksonborough","Mongolia"
"East Marcuston","Greenland"
"South Clifford","Mongolia"
"Geraldtown","Romania"
"Melissaburgh","Guernsey"
"North Jeffrey","Panama"
"Lake Jose","Antigua and Barbuda"
"Wilsonfort","Egypt"
"North Angelaside","Turks and Caicos Islands"
"Ashleyborough","Luxembourg"
"New Michelle","Cuba"
"Martinstad","Trinidad and Tobago"
"Matthewland","Jersey"
"New Michelle","Guinea"
"Williamfurt","Colombia"
"Howardhaven","Mozambique"
"Lake Kylemouth","Seychelles"
"New Steven","Burundi"
"West Melissastad","Albania"
"Annetteberg","Guatemala"
"East Dawnbury","Malta"
"Port Christophershire","Angola"
"Brianberg","Latvia"
"East Robert","Norfolk Island"
"Lake Thomastown","Fiji"
"Wilsonmouth","Tajikistan"
"Jamesmouth","Italy"
"New Robert","Togo"
"North Williamfort","Grenada"
"Susanshire","French Polynesia"
"Hillstad","Netherlands Antilles"
"South Ashley","Denmark"
"Tammyburgh","Mali"
"Port Anthonychester","Holy See (Vatican City State)"
"Johnstad","Slovenia"
"Kimberlyport","Palau"
"Jasonmouth","Luxembourg"
"Lake Amberside","Israel"
"Woodchester","Myanmar"
"New Jennifer","Cuba"
"New Christopherland","Guinea-Bissau"
"Joshuaview","China"
"North Jamesfurt","Argentina"
"Evansshire","Burundi"
"New Michaelstad","Bulgaria"
"Lake Alecstad","Cameroon"
"Rhondatown","Malta"
"Courtneystad","Sweden"
"Jamieside","India"
"Reesebury","Thailand"
"North Shannon","French Southern Territories"
"Adamshaven","Congo"
"Barrview","Faroe Islands"
"North Charles","China"
"Jessicaville","Honduras"
"Andersonfurt","Dominica"
"New Timothyberg","Mauritania"
"Elizabethton","Sweden"
"Stewartview","Korea"
"East Zachary","Western Sahara"
"West Taylor","Bahamas"
"Webermouth","Malaysia"
"Dunnview","Israel"
"Anthonychester","Mauritania"
"South David","Chile"
"Juanside","El Salvador"
"Brightville","Slovakia (Slovak Republic)"
"South Judithstad","Germany"
"Lake Sarah","Finland"
"East Gabrielle","Reunion"
"Robertside","Cameroon"
"Hornestad","Argentina"
"Fordview","New Caledonia"
"Lake Richard","Australia"
"West Laurie","Falkland Islands (Malvinas)"
"Fosterview","Puerto Rico"
"West Debraborough","Namibia"
"Port Diane","Cote d'Ivoire"
"Allisonland","Turks and Caicos Islands"
"Deannafurt","Papua New Guinea"
"Smithfurt","Madagascar"
"Walkerborough","Aruba"
"Lake Pamela","Cyprus"
"Lake Wesley","Cuba"
"Cindyton","Mauritania"
"Wellsview","Tuvalu"
"West Steve","Korea"
"North Ashley","Maldives"
"Amandabury","Saudi Arabia"
"South Aprilport","Serbia"
"Jamesfurt","Israel"
"Matthewland","Oman"
"Port Steven","Turkey"
"Jacobside","Saint Helena"
"Davidport","Bolivia"
"North Alexander","Afghanistan"
"Rogersland","Zambia"
"Phamberg","China"
"Russellchester","American Samoa"
"Claytonville","Angola"
"New Rebekah","Timor-Leste"
"Roberttown","Cook Islands"
"Shawnport","Somalia"
"Stephaniemouth","Sierra Leone"
"Moodyton","Macedonia"
"South Tammytown","Samoa"
"West Susanfort","Gabon"
"New Davidport","Barbados"
"Port Carolport","Brunei Darussalam"
"North Timothyfort","French Polynesia"
"Port Bradley","Tokelau"
"Lake Suzanne","Mauritius"
"Williamston","Maldives"
"Port Tammy","Guernsey"
"Tinatown","French Polynesia"
"East Michael","Bhutan"
"Transhire","Cayman Islands"
"Shaneview","Oman"
"Lopezton","Central African Republic"
"New Ashleyville","Cook Islands"
"Davischester","Lao People's Democratic Republic"
"South Catherinebury","Aruba"
"Williamsstad","Zambia"
"Lake Paul","New Zealand"
"East Johnmouth","French Southern Territories"
"Lake Jason","Philippines"
"Paulaberg","Antigua and Barbuda"
"East Melissa","Nigeria"
"Melissastad","Nigeria"
"Lake Darrellview","Reunion"
"East Aliciaview","Congo"
"Port Heather","Puerto Rico"
"Melanieport","Cuba"
"North Tiffanystad","Aruba"
"Cortezshire","Guyana"
"Port Robertside","Nigeria"
"Rodriguezville","Rwanda"
"West Carolynside","Finland"
"East Jamiefurt","Gambia"
"Lake Lindsey","Guinea"
"Port Amy","Cambodia"
"West Daniel","Saint Martin"
"Zacharyhaven","Cocos (Keeling) Islands"
"Lake Johnburgh","Eritrea"
"Port Madison","Niger"
"Powellport","Georgia"
"Lake Glen","French Polynesia"
"Walkershire","Mauritania"
"South Richard","Pitcairn Islands"
"Pamelaborough","Mozambique"
"Mendozahaven","Saint Martin"
"East Gregory","Dominica"
"North Jon","Namibia"
"South Mikaylabury","Taiwan"
"Port Jennifer","Niue"
"Lake Justinburgh","Belize"
"Kylefort","Pakistan"
"Valerieburgh","Fiji"
"Port Josefort","Heard Island and McDonald Islands"
"Annafort","Eritrea"
"East Cheyenne","Kenya"
"New Kimberlyburgh","Liberia"
"Patelville","French Guiana"
"Joneshaven","Saint Vincent and the Grenadines"
"Victoriahaven","Argentina"
"South Christopher","Cocos (Keeling) Islands"
"New Mariaburgh","Saint Pierre and Miquelon"
"North Brian","Indonesia"
"North Marciaview","Maldives"
"South Lisaton","Faroe Islands"
"Kingstad","Armenia"
"Batesside","Bahrain"
"Mistyborough","Portugal"
"Darlenehaven","Burkina Faso"
"Port Michael","Isle of Man"
"Amberland","Lesotho"
"Shannonmouth","Grenada"
"West John","Philippines"
"West Christopher","Holy See (Vatican City State)"
"Newmanstad","Tunisia"
"North Mitchelltown","Brazil"
"North Kevinberg","Turks and Caicos Islands"
"Milesview","Samoa"
"Dustinstad","Guyana"
"Ryanfurt","Myanmar"
"South Nathan","Cayman Islands"
"Davidmouth","Burkina Faso"
"East Davidshire","Germany"
"Williamville","Austria"
"West Evan","Kyrgyz Republic"
"Ortizland","Timor-Leste"
"Charlotteshire","Marshall Islands"
"Michelleview","India"
"Adamchester","Nicaragua"
"East Laura","Syrian Arab Republic"
"New Valerie","Macedonia"
"Port Dawn","Bhutan"
"Katherineburgh","Slovenia"
"North Ryanfort","Sri Lanka"
"South Brian","Slovakia (Slovak Republic)"
"East Lindsaystad","Venezuela"
"Duranmouth","Guatemala"
"Lake Andrewchester","Moldova"
"Michaelville","Kuwait"
"North Oliviaberg","Benin"
"Manningtown","Myanmar"
"Port Adrianton","Cuba"
"Natalieville","Hungary"
"Port Heather","Bermuda"
"Navarroville","South Georgia and the South Sandwich Islands"
"East Edwardmouth","Estonia"
"Matthewhaven","Kuwait"
"West Brittanyside","Ethiopia"
"Bensonberg","Central African Republic"
"Lindsayview","New Zealand"
"New Jessicatown","Australia"
"Josephmouth","Ecuador"
"North Michelleton","China"
"New Tiffanyview","Saint Pierre and Miquelon"
"East Vincent","Aruba"
"Lake Matthew","Ghana"
"Javierchester","Belgium"
"Lake Amberview","Dominica"
"Thompsonside","Somalia"
"Tinaview","United States of America"
"New Ryanport","Jersey"
"New Tyler","Slovakia (Slovak Republic)"
"Christopherborough","Belgium"
"West James","British Indian Ocean Territory (Chagos Archipelago)"
"Jacquelinestad","Israel"
"North Phillip","Belize"
"Lake Ryan","Lao People's Democratic Republic"
"South Anthonychester","Guernsey"
"East Jennifer","Macao"
"West William","Swaziland"
"New Andrew","Monaco"
"Schultzport","Argentina"
"North Allison","United States of America"
"Lake Gabrielaton","Korea"
"New Gregory","Samoa"
"Jenniferborough","Sao Tome and Principe"
"Phamberg","Netherlands"
"Port Sandra","Belgium"
"West William","Albania"
"Carlaside","Mauritania"
"East Andrewland","Bangladesh"
"East Jason","Palau"
"West Anthony","Austria"
"Alanland","Vietnam"
"Jenniferstad","Swaziland"
"Amberhaven","Saint Lucia"
"Lake Codyport","Netherlands Antilles"
"Robertsburgh","Moldova"
"Matthewberg","Cameroon"
"Anthonyshire","Saint Pierre and Miquelon"
"East Gregory","Niger"
"North Joseph","Cocos (Keeling) Islands"
"Riosmouth","Zimbabwe"
"Brownmouth","Northern Mariana Islands"
"Kimberlytown","Hungary"
"Lake Rebecca","Malaysia"
"Andrewview","Korea"
"Janetshire","Niue"
"East Robertview","Jamaica"
"Natashastad","Tuvalu"
"Port Janiceland","Belarus"
"New Jasonville","Albania"
"New Davidhaven","Yemen"
"Phillipburgh","Libyan Arab Jamahiriya"
"New Joshua","Korea"
"Lake Tristanborough","Guinea"
"Williamsland","Syrian Arab Republic"
"New Todd","Guinea-Bissau"
"Jamesmouth","India"
"South Tracyside","Saint Kitts and Nevis"
"North Peggy","Hungary"
"Lake Michellechester","French Southern Territories"
"Ericshire","Bangladesh"
"Port Laura","Honduras"
"Gutierrezfort","Saint Helena"
"Haleystad","Saint Pierre and Miquelon"
"Port Jasonchester","Belgium"
"Michaelview","Denmark"
"Adamsfurt","Palau"
"Port Ryanville","Cape Verde"
"West Robin","Norfolk Island"
"Kingport","Qatar"
"South Andrea","Nepal"
"East Annette","Luxembourg"
"Aprilmouth","Swaziland"
"Georgehaven","Guinea"
"Jesseville","Antigua and Barbuda"
"Shawnchester","United Kingdom"
"North Terrimouth","Estonia"
"Lake Tracyberg","Ethiopia"
"East Eric","Slovenia"
"Lake Nathanland","Anguilla"
"Dillonfurt","Bermuda"
"Whitefurt","Gibraltar"
"New Christine","United States of America"
"South Carriebury","Ghana"
"New Clarence","Tonga"
"New Davidview","Brazil"
"New Stacy","Tunisia"
"Nealchester","Nicaragua"
"New Kevin","Spain"
"Port Michaelfurt","Suriname"
"New Michelleburgh","Egypt"
"Annaview","Falkland Islands (Malvinas)"
"West Vanessafurt","Swaziland"
"Thomasfurt","Macedonia"
"Dianafort","Kiribati"
"Chrishaven","Reunion"
"Baxterstad","New Zealand"
"Bradleyberg","Iran"
"North Tammy","Taiwan"
"Garyland","Philippines"
"New Savannah","Christmas Island"
"New Diana","Saint Martin"
"West James","Romania"
"Robinsonchester","Tokelau"
"Reedton","Isle of Man"
"South Denise","Saint Pierre and Miquelon"
"North Pamela","Italy"
"Jonesstad","Senegal"
"Richardsonton","Seychelles"
"Campbellberg","Moldova"
"East Deborah","Saudi Arabia"
"Rossfort","Japan"
"Courtneybury","Madagascar"
"Diazberg","Guernsey"
"East Monicaside","Nigeria"
"Lake Kristin","Aruba"
"Lake Crystal","Monaco"
"Rebeccafurt","Iceland"
"New Emily","Belarus"
"Lukemouth","United States Minor Outlying Islands"
"East Jenniferside","Guinea"
"New Staceytown","United States of America"
"Martinshire","Montenegro"
"Jordantown","Philippines"
"Melissaborough","Mali"
"Cunninghamborough","Belize"
"Carterhaven","Saint Lucia"
"East Brendahaven","Macao"
"Andreaberg","Wallis and Futuna"
"West Lindaberg","South Africa"
"East Tyler","Ghana"
"South Codybury","Saint Barthelemy"
"North Erikberg","Faroe Islands"
"Rickyview","Lebanon"
"North Angela","Macedonia"
"East Erikfurt","Svalbard & Jan Mayen Islands"
"South Bryan","Libyan Arab Jamahiriya"
"New Michael","Afghanistan"
"Youngshire","Myanmar"
"East Elizabethmouth","Panama"
"Tiffanyland","Latvia"
"West Jon","Greenland"
"Weisschester","Liberia"
"Harrisonchester","Bangladesh"
"Lake Elizabethfort","Niue"
"Dianabury","Zimbabwe"
"Wilsonberg","Malaysia"
"Tuckerville","Saint Barthelemy"
"East William","Djibouti"
"South Lindsey","Papua New Guinea"
"Ayersburgh","Faroe Islands"
"Erinville","Poland"
"East Michaelberg","Macao"
"East Brian","Cyprus"
"Port Thomasview","Lebanon"
"Joshuafort","Haiti"
"New Christopher","El Salvador"
"South Brandon","Timor-Leste"
"Jenningsville","Holy See (Vatican City State)"
"Port Janet","Saint Pierre and Miquelon"
"Richardmouth","Ethiopia"
"Hicksland","Israel"
"Port Garrettfurt","Afghanistan"
"Lisafurt","Oman"
"Port Timothyberg","Senegal"
"Dianefort","San Marino"
"Crystalberg","Comoros"
"North William","Bahamas"
"North Markchester","Dominica"
"Suzannehaven","Guyana"
"Wardton","Lao People's Democratic Republic"
"Willisfurt","Canada"
"Sarahview","Wallis and Futuna"
"Port Christianshire","Thailand"
"South Kelly","Libyan Arab Jamahiriya"
"Lake Chloe","New Zealand"
"Port Michaelview","Sudan"
"Williamschester","Estonia"
"Dunnfurt","Bouvet Island (Bouvetoya)"
"New Stephanie","South Georgia and the South Sandwich Islands"
"Jordanhaven","Montserrat"
"Kennethfort","Congo"
"Lake Branditown","Svalbard & Jan Mayen Islands"
"Mcdonaldport","Venezuela"
"West Carloston","Faroe Islands"
"Lisamouth","Eritrea"
"South Hannahmouth","Spain"
"West Jasonberg","Niue"
"East Jesusstad","Senegal"
"Coleland","Seychelles"
"South Dana","Somalia"
"Suzanneshire","British Virgin Islands"
"North Teresa","Aruba"
"West Christopher","Saint Lucia"
"East Angela","Tajikistan"
